ingredient_name,form_id,effect_name,effect_form_id,base_cost,magnitude,duration,power_affects_magnitude,power_affects_duration,no_magnitude,no_duration,beneficial,harmful,hostile,duration_based,keyword_editor_ids,source_effect_form_id,resolved_effect_form_id,caco_duration_index,resolved_magnitude,resolved_duration,resolved_peak_value_modifier,effect_index,effect_cost,source_effect_editor_id,source_base_cost,source_flags,source_archetype,source_keyword_form_ids,resolved_effect_name,resolved_effect_editor_id,resolved_base_cost,resolved_flags,resolved_archetype,resolved_keyword_form_ids,caco_settings,alchemy_plus_settings
Creep Cluster,0xB2183,Restore Magicka,0x3EB17,0.6,5,0,1,0,0,1,1,0,0,0,MagicAlchRestoreMagicka;MagicAlchBeneficial,0x3EB17,0x3EB17,,5,0,0,0,3.52386,,0.6,2099712,0,0x42508;0xF8A4E,Restore Magicka,,0.6,2099712,0,0x42508;0xF8A4E,,
Creep Cluster,0xB2183,Damage Stamina Regen,0x73F2C,0.3,100,5,0,1,0,0,0,1,1,1,MagicAlchHarmful,0x73F2C,0x73F2C,,100,5,0,1,22.1814,,0.3,4196359,0,0x42509,Damage Stamina Regen,,0.3,4196359,0,0x42509,,
Creep Cluster,0xB2183,Fortify Carry Weight,0x3EB01,0.15,4,300,1,0,0,0,1,0,0,0,MagicAlchFortifyCarryWeight;MagicAlchBeneficial,0x3EB01,0x3EB01,,4,0,1,2,29.053,,0.15,2099202,34,0x65A2F;0xF8A4E,Fortify Carry Weight,,0.15,2099202,34,0x65A2F;0xF8A4E,,
Creep Cluster,0xB2183,Weakness to Magic,0x73F51,1,2,30,1,0,0,0,0,1,1,0,MagicAlchHarmful;MagicAlchWeaknessMagic,0x73F51,0x73F51,,2,0,1,3,7.17739,,1,2101255,34,0x42509;0x74F51,Weakness to Magic,,1,2101255,34,0x42509;0x74F51,,
Crimson Nirnroot,0xB701A,Damage Health,0x3EB42,3,6,1,1,0,0,0,0,1,1,0,MagicAlchHarmful,0x3EB42,0x3EB42,,6,1,0,0,1.71036,,3,2099205,0,0x42509,Damage Health,,3,2099205,0,0x42509,,
Crimson Nirnroot,0xB701A,Damage Stamina,0x3A2C6,1.8,9,0,1,0,0,0,0,1,1,0,MagicAlchHarmful,0x3A2C6,0x3A2C6,,9,0,0,1,20.1808,,1.8,2099205,0,0x42509,Damage Stamina,,1.8,2099205,0,0x42509,,
Crimson Nirnroot,0xB701A,Invisibility,0x3EB3D,100,0,4,0,1,1,0,1,0,0,1,MagicInvisibility;MagicAlchBeneficial;MagicAlchDurationBased,0x3EB3D,0x3EB3D,,0,4,0,2,36.4977,,100,4201474,11,0x1EA6F;0xF8A4E;0xF8A4F,Invisibility,,100,4201474,11,0x1EA6F;0xF8A4E;0xF8A4F,,
Crimson Nirnroot,0xB701A,Resist Magic,0x39E51,1,1,60,1,0,0,0,1,0,0,0,MagicAlchResistMagic;MagicAlchBeneficial,0x39E51,0x39E51,,1,0,1,3,7.17739,,1,2103298,34,0x65A3A;0xF8A4E,Resist Magic,,1,2103298,34,0x65A3A;0xF8A4E,,
Cyrodilic Spadetail,0x106E19,Damage Stamina,0x3A2C6,1.8,3,0,1,0,0,0,0,1,1,0,MagicAlchHarmful,0x3A2C6,0x3A2C6,,3,0,0,0,6.02707,,1.8,2099205,0,0x42509,Damage Stamina,,1.8,2099205,0,0x42509,,
Cyrodilic Spadetail,0x106E19,Fortify Restoration,0x3EB28,0.5,4,60,1,0,0,0,1,0,0,0,MagicAlchFortifyRestoration;MagicAlchBeneficial,0x3EB28,0x3EB28,,4,0,1,1,16.4893,,0.5,2099202,34,0x65A2D;0xF8A4E,Fortify Restoration,,0.5,2099202,34,0x65A2D;0xF8A4E,,
Cyrodilic Spadetail,0x106E19,Fear,0x73F20,5,1,30,1,0,0,0,0,1,1,0,MagicInfluenceFear;MagicAlchHarmful;MagicInfluence,0x73F20,0x73F20,,1,30,0,2,16.7418,,5,2099463,7,0x424E0;0x42509;0x78098,Fear,,5,2099463,7,0x424E0;0x42509;0x78098,,
Cyrodilic Spadetail,0x106E19,Ravage Health,0x73F26,0.4,2,10,1,0,0,0,0,1,1,0,MagicAlchHarmful,0x73F26,0x73F26,,2,10,0,3,0.857419,,0.4,2099207,0,0x42509,Ravage Health,,0.4,2099207,0,0x42509,,
Daedra Heart,0x3AD5B,Restore Health,0x3EB15,0.5,5,0,1,0,0,1,1,0,0,0,MagicAlchRestoreHealth;MagicAlchBeneficial,0x3EB15,0x3EB15,,5,0,0,0,2.93655,,0.5,2099712,0,0x42503;0xF8A4E,Restore Health,,0.5,2099712,0,0x42503;0xF8A4E,,
Daedra Heart,0x3AD5B,Damage Stamina Regen,0x73F2C,0.3,100,5,0,1,0,0,0,1,1,1,MagicAlchHarmful,0x73F2C,0x73F2C,,100,5,0,1,22.1814,,0.3,4196359,0,0x42509,Damage Stamina Regen,,0.3,4196359,0,0x42509,,
Daedra Heart,0x3AD5B,Damage Magicka,0x3A2B6,2.2,3,0,1,0,0,0,0,1,1,0,MagicAlchHarmful,0x3A2B6,0x3A2B6,,3,0,0,2,7.36641,,2.2,2099205,0,0x42509,Damage Magicka,,2.2,2099205,0,0x42509,,
Daedra Heart,0x3AD5B,Fear,0x73F20,5,1,30,1,0,0,0,0,1,1,0,MagicInfluenceFear;MagicAlchHarmful;MagicInfluence,0x73F20,0x73F20,,1,30,0,3,16.7418,,5,2099463,7,0x424E0;0x42509;0x78098,Fear,,5,2099463,7,0x424E0;0x42509;0x78098,,
Daedra Silk,0xFE00480A,Lingering Damage Stamina,0x10DE5E,1.8,2,10,1,0,0,0,0,1,1,0,MagicAlchHarmful,0x10DE5E,0x10DE5E,,2,10,0,0,3.85838,,1.8,2099205,0,0x42509,Lingering Damage Stamina,,1.8,2099205,0,0x42509,,
Daedra Silk,0xFE00480A,Paralysis,0x73F30,500,0,2,0,1,1,0,0,1,1,1,MagicParalysis;MagicAlchHarmful,0x73F30,0x73F30,,0,2,0,1,85.134,,500,4197379,21,0x1EA70;0x42509,Paralysis,,500,4197379,21,0x1EA70;0x42509,,
Daedra Silk,0xFE00480A,Night Eye,0xFE004803,0.75,0,60,0,1,0,0,1,0,0,1,MagicNightEye,0xFE004803,0xFE004803,,0,60,0,2,5.38304,,0.75,138545408,1,0xAD7C6,Night Eye,,0.75,138545408,1,0xAD7C6,,
Daedra Silk,0xFE00480A,Invisibility,0x3EB3D,100,0,6,0,1,1,0,1,0,0,1,MagicInvisibility;MagicAlchBeneficial;MagicAlchDurationBased,0x3EB3D,0x3EB3D,,0,6,0,3,57.012,,100,4201474,11,0x1EA6F;0xF8A4E;0xF8A4F,Invisibility,,100,4201474,11,0x1EA6F;0xF8A4E;0xF8A4F,,
Daedra Venin,0xFE00480B,Ravage Health,0x73F26,0.4,3,20,1,0,0,0,0,1,1,0,MagicAlchHarmful,0x73F26,0x73F26,,3,20,0,0,2.87096,,0.4,2099207,0,0x42509,Ravage Health,,0.4,2099207,0,0x42509,,
Daedra Venin,0xFE00480B,Paralysis,0x73F30,500,0,2,0,1,1,0,0,1,1,1,MagicParalysis;MagicAlchHarmful,0x73F30,0x73F30,,0,2,0,1,85.134,,500,4197379,21,0x1EA70;0x42509,Paralysis,,500,4197379,21,0x1EA70;0x42509,,
Daedra Venin,0xFE00480B,Fortify Destruction,0x3EB26,0.5,6,60,1,0,0,0,1,0,0,0,MagicAlchFortifyDestruction;MagicAlchBeneficial,0x3EB26,0x3EB26,,6,0,1,2,25.7574,,0.5,2099202,34,0x65A2B;0xF8A4E,Fortify Destruction,,0.5,2099202,34,0x65A2B;0xF8A4E,,
Daedra Venin,0xFE00480B,Spell Absorption,0xFE004812,0.1,50,60,0,1,0,0,1,0,0,1,MagicAlchBeneficial,0xFE004812,0xFE004812,,50,0,1,3,53.0681,,0.1,4194306,34,0xF8A4E,Spell Absorption,,0.1,4194306,34,0xF8A4E,,
Daedroth Teeth,0xFE004826,Resist Frost,0x3EAEB,0.5,4,60,1,0,0,0,1,0,0,0,MagicAlchResistFrost;MagicAlchBeneficial,0x3EAEB,0x3EAEB,,4,0,1,0,16.4893,,0.5,2101250,34,0x65A38;0xF8A4E,Resist Frost,,0.5,2101250,34,0x65A38;0xF8A4E,,
Daedroth Teeth,0xFE004826,Light,0xFE004846,0.5,0,60,0,1,0,0,1,0,0,1,WISpellColorful;MagicAlchBeneficial,0xFE004846,0xFE004846,,0,60,0,1,3.58869,,0.5,4198400,12,0xA9B1E;0xF8A4E,Light,,0.5,4198400,12,0xA9B1E;0xF8A4E,,
Daedroth Teeth,0xFE004826,Damage Magicka Regen,0x73F2B,0.5,100,10,0,1,0,0,0,1,1,1,MagicAlchHarmful,0x73F2B,0x73F2B,,100,10,0,2,79.2447,,0.5,4196359,0,0x42509,Damage Magicka Regen,,0.5,4196359,0,0x42509,,
Daedroth Teeth,0xFE004826,Regenerate Stamina,0x3EB08,0.1,6,300,1,0,0,0,1,0,0,0,MagicAlchFortifyStaminaRate;MagicAlchBeneficial,0x3EB08,0x3EB08,,6,0,1,3,30.2552,,0.1,2099202,34,0x65A35;0xF8A4E,Regenerate Stamina,,0.1,2099202,34,0x65A35;0xF8A4E,,
Deathbell,0x516C8,Damage Health,0x3EB42,3,3,1,1,0,0,0,0,1,1,0,MagicAlchHarmful,0x3EB42,0x3EB42,,3,1,0,0,0.797911,,3,2099205,0,0x42509,Damage Health,,3,2099205,0,0x42509,,
Deathbell,0x516C8,Ravage Stamina,0x73F23,1.6,2,20,1,0,0,0,0,1,1,0,MagicAlchHarmful,0x73F23,0x73F23,,2,20,0,1,7.35167,,1.6,2099207,0,0x42509,Ravage Stamina,,1.6,2099207,0,0x42509,,
Deathbell,0x516C8,Slow,0x73F25,1,50,5,0,1,0,0,0,1,1,1,MagicAlchHarmful;MagicSlow,0x73F25,0x73F25,,50,0,1,2,34.4932,,1,4200455,34,0x42509;0xB729E,Slow,,1,4200455,34,0x42509;0xB729E,,
Deathbell,0x516C8,Weakness to Poison,0x90042,1,2,30,1,0,0,0,0,1,1,0,MagicAlchHarmful;USKPMagicAlchWeaknessPoison,0x90042,0x90042,,2,0,1,3,7.17739,,1,2101255,34,0x42509;0x706EE3A,Weakness to Poison,,1,2101255,34,0x42509;0x706EE3A,,
Dragon's Tongue,0x889A2,Resist Fire,0x3EAEA,0.5,3,60,1,0,0,0,1,0,0,0,MagicAlchResistFire;MagicAlchBeneficial,0x3EAEA,0x3EAEA,,3,0,1,0,12.0163,,0.5,2101250,34,0x65A37;0xF8A4E,Resist Fire,,0.5,2101250,34,0x65A37;0xF8A4E,,
Dragon's Tongue,0x889A2,Fortify Barter,0x3EB23,2,1,30,1,0,0,0,1,0,0,0,MagicAlchFortifySpeechcraft;MagicAlchBeneficial,0x3EB23,0x3EB23,,1,0,1,1,6.69674,,2,2099202,34,0x65A29;0xF8A4E,Fortify Barter,,2,2099202,34,0x65A29;0xF8A4E,,
Dragon's Tongue,0x889A2,Fortify Illusion,0x3EB27,0.4,1,60,1,0,0,0,1,0,0,0,MagicAlchFortifyIllusion;MagicAlchBeneficial,0x3EB27,0x3EB27,,1,0,1,2,2.87096,,0.4,2099202,34,0x65A2C;0xF8A4E,Fortify Illusion,,0.4,2099202,34,0x65A2C;0xF8A4E,,
Dragon's Tongue,0x889A2,Fortify Two-handed,0x3EB1A,0.5,4,60,1,0,0,0,1,0,0,0,MagicAlchFortifyTwoHanded;MagicAlchBeneficial,0x3EB1A,0x3EB1A,,4,0,1,3,16.4893,,0.5,2099202,34,0x65A20;0xF8A4E,Fortify Two-handed,,0.5,2099202,34,0x65A20;0xF8A4E,,
Dreugh Wax,0xFE004827,Weakness to Magic,0x73F51,1,3,30,1,0,0,0,0,1,1,0,MagicAlchHarmful;MagicAlchWeaknessMagic,0x73F51,0x73F51,,3,0,1,0,11.2116,,1,2101255,34,0x42509;0x74F51,Weakness to Magic,,1,2101255,34,0x42509;0x74F51,,
Dreugh Wax,0xFE004827,Frenzy,0x73F29,15,1,20,1,0,0,0,0,1,1,0,MagicAlchHarmful;MagicInfluence;MagicInfluenceFrenzy,0x73F29,0x73F29,,1,20,0,1,32.1532,,15,2099463,8,0x42509;0x78098;0xC44B6,Frenzy,,15,2099463,8,0x42509;0x78098;0xC44B6,,
Dreugh Wax,0xFE004827,Fortify Enchanting,0x3EB29,0.6,2,30,1,0,0,0,1,0,0,0,MagicAlchFortifyEnchanting;MagicAlchBeneficial,0x3EB29,0x3EB29,,2,0,1,2,4.30643,,0.6,2099202,34,0x65A2E;0xF8A4E,Fortify Enchanting,,0.6,2099202,34,0x65A2E;0xF8A4E,,
Dreugh Wax,0xFE004827,Fortify Smithing,0x3EB1D,0.75,5,30,1,0,0,0,1,0,0,0,MagicAlchFortifySmithing;MagicAlchBeneficial,0x3EB1D,0x3EB1D,,5,0,1,3,14.749,,0.75,2099202,34,0x65A22;0xF8A4E,Fortify Smithing,,0.75,2099202,34,0x65A22;0xF8A4E,,
Dwarven Oil,0xF11C0,Weakness to Magic,0x73F51,1,2,30,1,0,0,0,0,1,1,0,MagicAlchHarmful;MagicAlchWeaknessMagic,0x73F51,0x73F51,,2,0,1,0,7.17739,,1,2101255,34,0x42509;0x74F51,Weakness to Magic,,1,2101255,34,0x42509;0x74F51,,
Dwarven Oil,0xF11C0,Fortify Illusion,0x3EB27,0.4,4,60,1,0,0,0,1,0,0,0,MagicAlchFortifyIllusion;MagicAlchBeneficial,0x3EB27,0x3EB27,,4,0,1,1,13.1914,,0.4,2099202,34,0x65A2C;0xF8A4E,Fortify Illusion,,0.4,2099202,34,0x65A2C;0xF8A4E,,
Dwarven Oil,0xF11C0,Regenerate Magicka,0x3EB07,0.1,5,300,1,0,0,0,1,0,0,0,MagicAlchFortifyMagickaRate;MagicAlchBeneficial,0x3EB07,0x3EB07,,5,0,1,2,24.7571,,0.1,2099202,34,0x65A34;0xF8A4E,Regenerate Magicka,,0.1,2099202,34,0x65A34;0xF8A4E,,
Dwarven Oil,0xF11C0,Restore Magicka,0x3EB17,0.6,5,0,1,0,0,1,1,0,0,0,MagicAlchRestoreMagicka;MagicAlchBeneficial,0x3EB17,0x3EB17,,5,0,0,3,3.52386,,0.6,2099712,0,0x42508;0xF8A4E,Restore Magicka,,0.6,2099712,0,0x42508;0xF8A4E,,
Ectoplasm,0x3AD63,Restore Magicka,0x3EB17,0.6,5,0,1,0,0,1,1,0,0,0,MagicAlchRestoreMagicka;MagicAlchBeneficial,0x3EB17,0x3EB17,,5,0,0,0,3.52386,,0.6,2099712,0,0x42508;0xF8A4E,Restore Magicka,,0.6,2099712,0,0x42508;0xF8A4E,,
Ectoplasm,0x3AD63,Fortify Destruction,0x3EB26,0.5,4,60,1,0,0,0,1,0,0,0,MagicAlchFortifyDestruction;MagicAlchBeneficial,0x3EB26,0x3EB26,,4,0,1,1,16.4893,,0.5,2099202,34,0x65A2B;0xF8A4E,Fortify Destruction,,0.5,2099202,34,0x65A2B;0xF8A4E,,
Ectoplasm,0x3AD63,Fortify Magicka,0x3EAF8,0.3,4,60,1,0,0,0,1,0,0,0,MagicAlchFortifyMagicka;MagicAlchBeneficial,0x3EAF8,0x3EAF8,,4,0,1,2,9.89359,,0.3,2099202,34,0x65A33;0xF8A4E,Fortify Magicka,,0.3,2099202,34,0x65A33;0xF8A4E,,
Ectoplasm,0x3AD63,Damage Health,0x3EB42,3,2,1,1,0,0,0,0,1,1,0,MagicAlchHarmful,0x3EB42,0x3EB42,,2,1,0,3,0.510804,,3,2099205,0,0x42509,Damage Health,,3,2099205,0,0x42509,,
Elves Ear,0x34D31,Restore Magicka,0x3EB17,0.6,5,0,1,0,0,1,1,0,0,0,MagicAlchRestoreMagicka;MagicAlchBeneficial,0x3EB17,0x3EB17,,5,0,0,0,3.52386,,0.6,2099712,0,0x42508;0xF8A4E,Restore Magicka,,0.6,2099712,0,0x42508;0xF8A4E,,
Elves Ear,0x34D31,Fortify Archery,0x3EB1B,0.5,4,60,1,0,0,0,1,0,0,0,MagicAlchFortifyMarksman;MagicAlchBeneficial,0x3EB1B,0x3EB1B,,4,0,1,1,16.4893,,0.5,2099202,34,0x65A21;0xF8A4E,Fortify Archery,,0.5,2099202,34,0x65A21;0xF8A4E,,
Elves Ear,0x34D31,Weakness to Frost,0x73F2E,0.5,2,30,1,0,0,0,0,1,1,0,MagicAlchHarmful;MagicAlchWeaknessFrost,0x73F2E,0x73F2E,,2,0,1,2,3.58869,,0.5,2101255,34,0x42509;0x74F4F,Weakness to Frost,,0.5,2101255,34,0x42509;0x74F4F,,
Elves Ear,0x34D31,Resist Fire,0x3EAEA,0.5,3,30,1,0,0,0,1,0,0,0,MagicAlchResistFire;MagicAlchBeneficial,0x3EAEA,0x3EAEA,,3,0,1,3,5.60579,,0.5,2101250,34,0x65A37;0xF8A4E,Resist Fire,,0.5,2101250,34,0x65A37;0xF8A4E,,
Elytra Ichor,0xFE004828,Restore Magicka,0x3EB17,0.6,6,0,1,0,0,1,1,0,0,0,MagicAlchRestoreMagicka;MagicAlchBeneficial,0x3EB17,0x3EB17,,6,0,0,0,4.30643,,0.6,2099712,0,0x42508;0xF8A4E,Restore Magicka,,0.6,2099712,0,0x42508;0xF8A4E,,
Elytra Ichor,0xFE004828,Invisibility,0x3EB3D,100,0,6,0,1,1,0,1,0,0,1,MagicInvisibility;MagicAlchBeneficial;MagicAlchDurationBased,0x3EB3D,0x3EB3D,,0,6,0,1,57.012,,100,4201474,11,0x1EA6F;0xF8A4E;0xF8A4F,Invisibility,,100,4201474,11,0x1EA6F;0xF8A4E;0xF8A4F,,
Elytra Ichor,0xFE004828,Slow,0x73F25,1,50,10,0,1,0,0,0,1,1,1,MagicAlchHarmful;MagicSlow,0x73F25,0x73F25,,50,0,1,2,73.9379,,1,4200455,34,0x42509;0xB729E,Slow,,1,4200455,34,0x42509;0xB729E,,
Elytra Ichor,0xFE004828,Fear,0x73F20,5,2,30,1,0,0,0,0,1,1,0,MagicInfluenceFear;MagicAlchHarmful;MagicInfluence,0x73F20,0x73F20,,2,30,0,3,35.8869,,5,2099463,7,0x424E0;0x42509;0x78098,Fear,,5,2099463,7,0x424E0;0x42509;0x78098,,
Emperor Parasol Moss,0x401FF75,Damage Health,0x3EB42,3,3,0,1,0,0,0,0,1,1,0,MagicAlchHarmful,0x3EB42,0x3EB42,,3,0,0,0,10.0451,,3,2099205,0,0x42509,Damage Health,,3,2099205,0,0x42509,,
Emperor Parasol Moss,0x401FF75,Fortify Magicka,0x3EAF8,0.3,4,60,1,0,0,0,1,0,0,0,MagicAlchFortifyMagicka;MagicAlchBeneficial,0x3EAF8,0x3EAF8,,4,0,1,1,9.89359,,0.3,2099202,34,0x65A33;0xF8A4E,Fortify Magicka,,0.3,2099202,34,0x65A33;0xF8A4E,,
Emperor Parasol Moss,0x401FF75,Regenerate Health,0x3EB06,0.1,5,300,1,0,0,0,1,0,0,0,MagicAlchFortifyHealRate;MagicAlchBeneficial,0x3EB06,0x3EB06,,5,0,1,2,24.7571,,0.1,2099202,34,0x65A30;0xF8A4E,Regenerate Health,,0.1,2099202,34,0x65A30;0xF8A4E,,
Emperor Parasol Moss,0x401FF75,Fortify Two-handed,0x3EB1A,0.5,4,60,1,0,0,0,1,0,0,0,MagicAlchFortifyTwoHanded;MagicAlchBeneficial,0x3EB1A,0x3EB1A,,4,0,1,3,16.4893,,0.5,2099202,34,0x65A20;0xF8A4E,Fortify Two-handed,,0.5,2099202,34,0x65A20;0xF8A4E,,
Eye of Sabre Cat,0x6BC07,Restore Stamina,0x3EB16,0.6,5,0,1,0,0,1,1,0,0,0,MagicAlchRestoreStamina;MagicAlchBeneficial,0x3EB16,0x3EB16,,5,0,0,0,3.52386,,0.6,2099712,0,0x42504;0xF8A4E,Restore Stamina,,0.6,2099712,0,0x42504;0xF8A4E,,
Eye of Sabre Cat,0x6BC07,Ravage Health,0x73F26,0.4,2,10,1,0,0,0,0,1,1,0,MagicAlchHarmful,0x73F26,0x73F26,,2,10,0,1,0.857419,,0.4,2099207,0,0x42509,Ravage Health,,0.4,2099207,0,0x42509,,
Eye of Sabre Cat,0x6BC07,Damage Magicka,0x3A2B6,2.2,3,0,1,0,0,0,0,1,1,0,MagicAlchHarmful,0x3A2B6,0x3A2B6,,3,0,0,2,7.36641,,2.2,2099205,0,0x42509,Damage Magicka,,2.2,2099205,0,0x42509,,
Eye of Sabre Cat,0x6BC07,Restore Health,0x3EB15,0.5,5,0,1,0,0,1,1,0,0,0,MagicAlchRestoreHealth;MagicAlchBeneficial,0x3EB15,0x3EB15,,5,0,0,3,2.93655,,0.5,2099712,0,0x42503;0xF8A4E,Restore Health,,0.5,2099712,0,0x42503;0xF8A4E,,
Falmer Ear,0x3AD5D,Damage Health,0x3EB42,3,2,1,1,0,0,0,0,1,1,0,MagicAlchHarmful,0x3EB42,0x3EB42,,2,1,0,0,0.510804,,3,2099205,0,0x42509,Damage Health,,3,2099205,0,0x42509,,
Falmer Ear,0x3AD5D,Frenzy,0x73F29,15,1,10,1,0,0,0,0,1,1,0,MagicAlchHarmful;MagicInfluence;MagicInfluenceFrenzy,0x73F29,0x73F29,,1,10,0,1,15,,15,2099463,8,0x42509;0x78098;0xC44B6,Frenzy,,15,2099463,8,0x42509;0x78098;0xC44B6,,
Falmer Ear,0x3AD5D,Resist Poison,0x90041,0.5,4,60,1,0,0,0,1,0,0,0,MagicAlchResistPoison;MagicAlchBeneficial,0x90041,0x90041,,4,0,1,2,16.4893,,0.5,2101250,34,0x10EB5F;0xF8A4E,Resist Poison,,0.5,2101250,34,0x10EB5F;0xF8A4E,,
Falmer Ear,0x3AD5D,Fortify Lockpicking,0x3EB21,0.5,2,30,1,0,0,0,1,0,0,0,MagicAlchFortifyLockpicking;MagicAlchBeneficial,0x3EB21,0x3EB21,,2,0,1,3,3.58869,,0.5,2099202,34,0x65A26;0xF8A4E,Fortify Lockpicking,,0.5,2099202,34,0x65A26;0xF8A4E,,
Felsaad Tern Feathers,0x403CD8E,Restore Health,0x3EB15,0.5,1,0,1,0,0,1,1,0,0,0,MagicAlchRestoreHealth;MagicAlchBeneficial,0x3EB15,0x3EB15,,1,0,0,0,0.5,,0.5,2099712,0,0x42503;0xF8A4E,Restore Health,,0.5,2099712,0,0x42503;0xF8A4E,,
Felsaad Tern Feathers,0x403CD8E,Fortify Light Armor,0x3EB1F,0.5,2,60,1,0,0,0,1,0,0,0,MagicAlchFortifyLightArmor;MagicAlchBeneficial,0x3EB1F,0x3EB1F,,2,0,1,1,7.69253,,0.5,2099202,34,0x65A24;0xF8A4E,Fortify Light Armor,,0.5,2099202,34,0x65A24;0xF8A4E,,
Felsaad Tern Feathers,0x403CD8E,Cure Disease,0xAE722,0.5,5,0,1,0,0,1,1,0,0,0,MagicAlchBeneficial,0xAE722,0xAE722,,5,0,0,2,2.93655,,0.5,2103808,3,0xF8A4E,Cure Disease,,0.5,2103808,3,0xF8A4E,,
Felsaad Tern Feathers,0x403CD8E,Resist Magic,0x39E51,1,1,60,1,0,0,0,1,0,0,0,MagicAlchResistMagic;MagicAlchBeneficial,0x39E51,0x39E51,,1,0,1,3,7.17739,,1,2103298,34,0x65A3A;0xF8A4E,Resist Magic,,1,2103298,34,0x65A3A;0xF8A4E,,
Fire Petal,0xFE004829,Damage Health,0x3EB42,3,3,1,1,0,0,0,0,1,1,0,MagicAlchHarmful,0x3EB42,0x3EB42,,3,1,0,0,0.797911,,3,2099205,0,0x42509,Damage Health,,3,2099205,0,0x42509,,
Fire Petal,0xFE004829,Resist Fire,0x3EAEA,0.5,4,60,1,0,0,0,1,0,0,0,MagicAlchResistFire;MagicAlchBeneficial,0x3EAEA,0x3EAEA,,4,0,1,1,16.4893,,0.5,2101250,34,0x65A37;0xF8A4E,Resist Fire,,0.5,2101250,34,0x65A37;0xF8A4E,,
Fire Petal,0xFE004829,Spell Absorption,0xFE004812,0.1,50,60,0,1,0,0,1,0,0,1,MagicAlchBeneficial,0xFE004812,0xFE004812,,50,0,1,2,53.0681,,0.1,4194306,34,0xF8A4E,Spell Absorption,,0.1,4194306,34,0xF8A4E,,
Fire Petal,0xFE004829,Paralysis,0x73F30,500,0,2,0,1,1,0,0,1,1,1,MagicParalysis;MagicAlchHarmful,0x73F30,0x73F30,,0,2,0,3,85.134,,500,4197379,21,0x1EA70;0x42509,Paralysis,,500,4197379,21,0x1EA70;0x42509,,
Fire Salts,0x3AD5E,Weakness to Frost,0x73F2E,0.5,3,30,1,0,0,0,0,1,1,0,MagicAlchHarmful;MagicAlchWeaknessFrost,0x73F2E,0x73F2E,,3,0,1,0,5.60579,,0.5,2101255,34,0x42509;0x74F4F,Weakness to Frost,,0.5,2101255,34,0x42509;0x74F4F,,
Fire Salts,0x3AD5E,Resist Fire,0x3EAEA,0.5,3,60,1,0,0,0,1,0,0,0,MagicAlchResistFire;MagicAlchBeneficial,0x3EAEA,0x3EAEA,,3,0,1,1,12.0163,,0.5,2101250,34,0x65A37;0xF8A4E,Resist Fire,,0.5,2101250,34,0x65A37;0xF8A4E,,
Fire Salts,0x3AD5E,Restore Magicka,0x3EB17,0.6,5,0,1,0,0,1,1,0,0,0,MagicAlchRestoreMagicka;MagicAlchBeneficial,0x3EB17,0x3EB17,,5,0,0,2,3.52386,,0.6,2099712,0,0x42508;0xF8A4E,Restore Magicka,,0.6,2099712,0,0x42508;0xF8A4E,,
Fire Salts,0x3AD5E,Regenerate Magicka,0x3EB07,0.1,5,300,1,0,0,0,1,0,0,0,MagicAlchFortifyMagickaRate;MagicAlchBeneficial,0x3EB07,0x3EB07,,5,0,1,3,24.7571,,0.1,2099202,34,0x65A34;0xF8A4E,Regenerate Magicka,,0.1,2099202,34,0x65A34;0xF8A4E,,
Flame Stalk,0xFE00482A,Restore Health,0x3EB15,0.5,6,0,1,0,0,1,1,0,0,0,MagicAlchRestoreHealth;MagicAlchBeneficial,0x3EB15,0x3EB15,,6,0,0,0,3.58869,,0.5,2099712,0,0x42503;0xF8A4E,Restore Health,,0.5,2099712,0,0x42503;0xF8A4E,,
Flame Stalk,0xFE00482A,Resist Frost,0x3EAEB,0.5,4,60,1,0,0,0,1,0,0,0,MagicAlchResistFrost;MagicAlchBeneficial,0x3EAEB,0x3EAEB,,4,0,1,1,16.4893,,0.5,2101250,34,0x65A38;0xF8A4E,Resist Frost,,0.5,2101250,34,0x65A38;0xF8A4E,,
Flame Stalk,0xFE00482A,Weakness to Fire,0x73F2D,0.6,4,30,1,0,0,0,0,1,1,0,MagicAlchHarmful;MagicAlchWeaknessFire,0x73F2D,0x73F2D,,4,0,1,2,9.23104,,0.6,2101255,34,0x42509;0x74F4E,Weakness to Fire,,0.6,2101255,34,0x42509;0x74F4E,,
Flame Stalk,0xFE00482A,Invisibility,0x3EB3D,100,0,6,0,1,1,0,1,0,0,1,MagicInvisibility;MagicAlchBeneficial;MagicAlchDurationBased,0x3EB3D,0x3EB3D,,0,6,0,3,57.012,,100,4201474,11,0x1EA6F;0xF8A4E;0xF8A4F,Invisibility,,100,4201474,11,0x1EA6F;0xF8A4E;0xF8A4F,,
Flame Stalk,0x6095E23,Restore Health,0x3EB15,0.5,6,0,1,0,0,1,1,0,0,0,MagicAlchRestoreHealth;MagicAlchBeneficial,0x3EB15,0x3EB15,,6,0,0,0,3.58869,,0.5,2099712,0,0x42503;0xF8A4E,Restore Health,,0.5,2099712,0,0x42503;0xF8A4E,,
Flame Stalk,0x6095E23,Resist Frost,0x3EAEB,0.5,4,60,1,0,0,0,1,0,0,0,MagicAlchResistFrost;MagicAlchBeneficial,0x3EAEB,0x3EAEB,,4,0,1,1,16.4893,,0.5,2101250,34,0x65A38;0xF8A4E,Resist Frost,,0.5,2101250,34,0x65A38;0xF8A4E,,
